nation,date,Region,Total Population,GDP/Person (PPP$),Life Expectancy (y),Log(Total Population),Log(GDP/Person [PPP$])
Trinidad and Tobago,1970,America,"967,658",6324.936642,65.081,5.985721891,3.801056179
Trinidad and Tobago,1980,America,"1,078,200",9498.48606,67.022,6.032699327,3.97765439
Trinidad and Tobago,1990,America,"1,215,494",7113.560151,68.007,6.084752819,3.852087008
Trinidad and Tobago,2000,America,"1,292,058",10496.90587,68.533,6.111282009,4.021061303
Trinidad and Tobago,2010,America,"1,341,465",17716.97671,69.55,6.127579346,4.248389614
Latvia,1800,Europe & Central Asia,"590,588",587.9755613,33,5.771284618,2.769359275
Latvia,1810,Europe & Central Asia,,,,,
Latvia,1820,Europe & Central Asia,"590,588",600.3575664,,5.771284618,2.778409988
Latvia,1830,Europe & Central Asia,,,,,
Latvia,1840,Europe & Central Asia,,,,,
Latvia,1850,Europe & Central Asia,,,,,
Latvia,1860,Europe & Central Asia,,,33,,
Latvia,1870,Europe & Central Asia,,,,,
Latvia,1880,Europe & Central Asia,,,,,
Latvia,1890,Europe & Central Asia,,906.159616,,,2.957204703
Latvia,1900,Europe & Central Asia,,1250.650048,,,3.097135804
Latvia,1910,Europe & Central Asia,,1410.413727,,,3.149346526
Latvia,1920,Europe & Central Asia,,1085.674131,,,3.03569949
Latvia,1930,Europe & Central Asia,,1872.709948,,,3.272470518
Latvia,1940,Europe & Central Asia,,2262.465259,,,3.354581919
Latvia,1950,Europe & Central Asia,"1,949,000",2998.951089,59.715,6.289811839,3.476969383
Latvia,1960,Europe & Central Asia,"2,131,890",4164.0151,70.31,6.328764792,3.619512296
Latvia,1970,Europe & Central Asia,"2,365,705",5884.015603,70.23,6.373960588,3.769673816
Latvia,1980,Europe & Central Asia,"2,513,349",8278.288323,69.12,6.400252798,3.917940548
Latvia,1990,Europe & Central Asia,"2,663,905",10217.78407,69.46,6.425518733,4.009356721
Latvia,2000,Europe & Central Asia,"2,384,972",8649.224406,70.16,6.377483285,3.936977165
Latvia,2010,Europe & Central Asia,"2,252,060",13466.90975,71.836,6.352579957,4.12926795
South Sudan,1800,Sub-Saharan Africa,1027378,487.2607279,26.665,6.011730262,2.68776141
South Sudan,1810,Sub-Saharan Africa,,,,,
South Sudan,1820,Sub-Saharan Africa,1054890,487.2607279,,6.023207175,2.68776141
South Sudan,1830,Sub-Saharan Africa,,,,,
South Sudan,1840,Sub-Saharan Africa,,,,,
South Sudan,1850,Sub-Saharan Africa,,,,,
South Sudan,1860,Sub-Saharan Africa,,,,,
South Sudan,1870,Sub-Saharan Africa,,,,,
South Sudan,1880,Sub-Saharan Africa,,,,,
South Sudan,1890,Sub-Saharan Africa,,,,,
South Sudan,1900,Sub-Saharan Africa,,,,,
South Sudan,1910,Sub-Saharan Africa,,,,,
South Sudan,1920,Sub-Saharan Africa,,,,,
South Sudan,1930,Sub-Saharan Africa,,,,,
South Sudan,1940,Sub-Saharan Africa,,,26.665,,
South Sudan,1950,Sub-Saharan Africa,1880222,1559.907273,26.665,6.27420913,3.193098783
South Sudan,1960,Sub-Saharan Africa,2365478,1945.11795,31.655,6.373918913,3.288945942
South Sudan,1970,Sub-Saharan Africa,3020949,1687.88763,35.793,6.480143394,3.22734353
South Sudan,1980,Sub-Saharan Africa,4106390,1770.152058,39.03,6.613460194,3.248010574
South Sudan,1990,Sub-Saharan Africa,5420563,1412.620075,43.529,6.734044396,3.150025374
South Sudan,2000,Sub-Saharan Africa,6994624,1883.765486,49.248,6.844764374,3.275026836
South Sudan,2010,Sub-Saharan Africa,9415421,2709.001354,53.488,6.973839744,3.432809222
Hungary,1800,Europe & Central Asia,"3,499,771",1390.669962,36,6.544039628,3.143224074
Hungary,1810,Europe & Central Asia,,,,,
Hungary,1820,Europe & Central Asia,"4,146,000",1419.843126,,6.617629298,3.152240363
Hungary,1830,Europe & Central Asia,,,,,
Hungary,1840,Europe & Central Asia,,,,,
Hungary,1850,Europe & Central Asia,"5,161,000",,,6.712733859,
Hungary,1860,Europe & Central Asia,,,,,
Hungary,1870,Europe & Central Asia,"5,917,000",2080.322455,,6.772101569,3.318130657
Hungary,1880,Europe & Central Asia,,,,,
Hungary,1890,Europe & Central Asia,"6,622,000",2806.25364,36,6.820989176,3.448126922
Hungary,1900,Europe & Central Asia,"7,127,000",3206.116993,37.33592,6.852906759,3.505979366
Hungary,1910,Europe & Central Asia,"7,644,000",3812.256833,39.75808,6.883320678,3.581182152
Hungary,1920,Europe & Central Asia,"7,950,000",3256.682556,42.05504,6.900367129,3.512775428
Hungary,1930,Europe & Central Asia,"8,649,000",4580.824845,50.2128,6.936965897,3.660943686
Hungary,1940,Europe & Central Asia,"9,287,000",5005.278127,,6.967875446,3.699428215
Hungary,1950,Europe & Central Asia,"9,337,723",4726.19128,62.07,6.970240987,3.674511295
Hungary,1960,Europe & Central Asia,"9,982,612",6954.291576,68.09,6.999244191,3.842252896
Hungary,1970,Europe & Central Asia,"10,315,420",9581.972224,69.24,7.013486915,3.981454908
Hungary,1980,Europe & Central Asia,"10,698,534",12018.55475,69.11,7.029324271,4.079852246
Hungary,1990,Europe & Central Asia,"10,376,320",12308.90783,69.41,7.016043357,4.09021952
Hungary,2000,Europe & Central Asia,"10,210,545",13592.35087,71.86,7.009048924,4.133294577
Hungary,2010,Europe & Central Asia,"9,983,645",16982.81705,74.227,6.99928913,4.230009731
Syria,1800,Middle East & North Africa,"1,337,000",850,31.1,6.126131407,2.929418926
Syria,1810,Middle East & North Africa,,850,,,2.929418926
Syria,1820,Middle East & North Africa,"1,337,000",850,,6.126131407,2.929418926
Syria,1830,Middle East & North Africa,,891.7023099,,,2.950219892
Syria,1840,Middle East & North Africa,,935.4505994,,,2.971020858
Syria,1850,Middle East & North Africa,,981.3452475,,,2.991821824
Syria,1860,Middle East & North Africa,,1029.491558,,,3.01262279
Syria,1870,Middle East & North Africa,"1,582,000",1080,,6.199206479,3.033423755
Syria,1880,Middle East & North Africa,,1163.150047,,,3.065635743
Syria,1890,Middle East & North Africa,,1252.70188,,,3.097847729
Syria,1900,Middle East & North Africa,,1349.14838,,,3.130059716
Syria,1910,Middle East & North Africa,,1453.020372,,,3.162271703
Syria,1920,Middle East & North Africa,,1506.691345,,,3.178024294
Syria,1930,Middle East & North Africa,,1537.173385,,,3.186722856
Syria,1940,Middle East & North Africa,,1568.272112,,,3.19542142
Syria,1950,Middle East & North Africa,"3,413,330",1600,47.514,6.533178278,3.204119983
Syria,1960,Middle East & North Africa,"4,566,822",1922.77016,52.772,6.659614085,3.283927374
Syria,1970,Middle East & North Africa,"6,368,017",2155.321098,59.164,6.804004214,3.33351198
Syria,1980,Middle East & North Africa,"8,906,543",3792.794341,65.807,6.949709169,3.578959294
Syria,1990,Middle East & North Africa,"12,324,116",3180.50746,70.253,7.090755777,3.502496419
Syria,2000,Middle East & North Africa,"15,988,534",3935.371065,73.316,7.203808645,3.594985688
Syria,2010,Middle East & North Africa,"20,410,606",4609.73113,74.693,7.309855899,3.663675595
Guadeloupe,1800,America,"80,726",760.9767423,,4.907013434,2.881371384
Guadeloupe,1810,America,,,,,
Guadeloupe,1820,America,"80,726",760.9767423,,4.907013434,2.881371384
Guadeloupe,1830,America,,,,,
Guadeloupe,1840,America,,,,,
Guadeloupe,1850,America,,,,,
Guadeloupe,1860,America,,,,,
Guadeloupe,1870,America,,,,,
Guadeloupe,1880,America,,,,,
Guadeloupe,1890,America,,,,,
Guadeloupe,1900,America,,,,,
Guadeloupe,1910,America,,,,,
Guadeloupe,1920,America,,,,,
Guadeloupe,1930,America,,,,,
Guadeloupe,1940,America,,,,,
Guadeloupe,1950,America,"209,999",2426.20469,51.655,5.322217227,3.384927438
Guadeloupe,1960,America,"275,526",,58.913,5.440162587,
Guadeloupe,1970,America,"320,063",,64.982,5.505235472,
Guadeloupe,1980,America,"326,951",,69.747,5.51448267,
Guadeloupe,1990,America,"386,465",3510.821603,73.717,5.587110168,3.545408762
Guadeloupe,2000,America,"427,214",,77.116,5.630645476,
Guadeloupe,2010,America,"460,666",,80.141,5.66338616,
Honduras,1800,America,"126,118",583.8040582,33.9,5.100777075,2.76626711
Honduras,1810,America,,,,,
Honduras,1820,America,"135,000",583.8040582,,5.130333768,2.76626711
Honduras,1830,America,,,,,
Honduras,1840,America,,,,,
Honduras,1850,America,"350,000",,,5.544068044,
Honduras,1860,America,,,,,
Honduras,1870,America,"404,000",,,5.606381365,
Honduras,1880,America,,,,,
Honduras,1890,America,,,,,
Honduras,1900,America,"500,000",,,5.698970004,
Honduras,1910,America,"619,000",,,5.791690649,
Honduras,1920,America,"720,000",2061.230882,,5.857332496,3.314126641
Honduras,1930,America,"950,000",2529.837639,33.9,5.977723605,3.40309265
Honduras,1940,America,"1,150,000",1877.360996,,6.06069784,3.273547791
Honduras,1950,America,"1,487,235",2125.555151,40.847,6.172379597,3.327472378
Honduras,1960,America,"1,999,530",2262.218016,46.272,6.300927924,3.354534457
Honduras,1970,America,"2,688,208",2518.489865,52.51,6.429462869,3.401140207
Honduras,1980,America,"3,627,640",3336.790292,59.605,6.559624182,3.523328913
Honduras,1990,America,"4,889,311",3004.974795,66.688,6.689247663,3.477840834
Honduras,2000,America,"6,218,151",3093.714781,70.482,6.793661264,3.490480272
Honduras,2010,America,"7,600,524",3516.584288,72.854,6.880843535,3.546121031
Myanmar,1800,East Asia & Pacific,"3,506,000",569.0749765,30.8,6.544811912,2.755169489
Myanmar,1810,East Asia & Pacific,,569.0749765,,,2.755169489
Myanmar,1820,East Asia & Pacific,"3,506,000",569.0749765,,6.544811912,2.755169489
Myanmar,1830,East Asia & Pacific,,569.0749765,,,2.755169489
Myanmar,1840,East Asia & Pacific,,569.0749765,,,2.755169489
Myanmar,1850,East Asia & Pacific,"3,932,000",569.0749765,,6.594613509,2.755169489
Myanmar,1860,East Asia & Pacific,,569.0749765,,,2.755169489
Myanmar,1870,East Asia & Pacific,"4,245,000",569.0749765,,6.627877695,2.755169489
Myanmar,1880,East Asia & Pacific,,632.3873065,,,2.800983144
Myanmar,1890,East Asia & Pacific,"7,489,000",702.743438,,6.874423831,2.846796799
Myanmar,1900,East Asia & Pacific,"10,174,000",780.9270278,,7.007491733,2.892610454
Myanmar,1910,East Asia & Pacific,"11,942,000",675.531669,,7.077077067,2.829645714
Myanmar,1920,East Asia & Pacific,"13,096,000",826.4313402,,7.117138666,2.917206778
Myanmar,1930,East Asia & Pacific,"14,515,000",998.0038095,,7.16181704,2.999132199
Myanmar,1940,East Asia & Pacific,"16,594,000",752.8243605,,7.219951086,2.876693664
Myanmar,1950,East Asia & Pacific,"17,157,508",446.782267,33.282,7.23445421,2.650095927
Myanmar,1960,East Asia & Pacific,"20,957,397",636.3253433,42.713,7.32133734,2.80367922
Myanmar,1970,East Asia & Pacific,"26,164,131",724.4376542,50.988,7.417706315,2.860001016
Myanmar,1980,East Asia & Pacific,"32,864,901",935.1312035,54.977,7.516732328,2.970872549
Myanmar,1990,East Asia & Pacific,"39,268,304",887.1816762,58.743,7.594042144,2.948012563
Myanmar,2000,East Asia & Pacific,"44,957,660",1034.449689,62.073,7.652803699,3.014709373
Myanmar,2010,East Asia & Pacific,"47,963,012",1538.131781,64.658,7.680906448,3.186993546
Mexico,1800,America,"6,181,708",1053.600065,26.9,6.791108487,3.022675789
Mexico,1810,America,,,,,
Mexico,1820,America,"6,587,000",1105.625826,,6.818687663,3.043608175
Mexico,1830,America,,,,,
Mexico,1840,America,,,,,
Mexico,1850,America,"7,662,000",,,6.884342148,
Mexico,1860,America,,,,,
Mexico,1870,America,"9,219,000",981.7779357,,6.964683815,2.992013268
Mexico,1880,America,"10,399,000",,,7.016991578,
Mexico,1890,America,"11,729,000",1472.819537,26.9,7.069260986,3.168149536
Mexico,1900,America,"13,607,000",1709.312247,27.58,7.133762385,3.232821404
Mexico,1910,America,"15,000,000",2102.025522,27.41,7.176091259,3.322637985
Mexico,1920,America,"14,900,000",2395.464642,,7.173186268,3.379389765
Mexico,1930,America,"17,175,000",2095.668204,36.2,7.234896746,3.321322524
Mexico,1940,America,"20,393,000",2402.905104,39.2,7.309481119,3.38073662
Mexico,1950,America,"27,865,814",3293.777163,48.556,7.445071734,3.517694214
Mexico,1960,America,"38,418,829",4433.085384,57.083,7.584544123,3.646706096
Mexico,1970,America,"51,868,335",6450.929177,61.369,7.714902307,3.809622274
Mexico,1980,America,"68,776,411",9319.564233,66.563,7.837439509,3.969395606
Mexico,1990,America,"84,306,602",9103.392352,70.838,7.925861585,3.959203261
Mexico,2000,America,"99,959,594",10894.51448,74.38,7.999824484,4.03720788
Mexico,2010,America,"113,423,047",11390.58354,76.836,8.05470131,4.056545974
Egypt,1800,Middle East & North Africa,"4,243,515",748.7862326,33,6.627725742,2.874357851
Egypt,1810,Middle East & North Africa,,,,,
Egypt,1820,Middle East & North Africa,"4,194,000",748.7476475,,6.622628426,2.874335471
Egypt,1830,Middle East & North Africa,,,,,
Egypt,1840,Middle East & North Africa,,,,,
Egypt,1850,Middle East & North Africa,,,,,
Egypt,1860,Middle East & North Africa,,,,,
Egypt,1870,Middle East & North Africa,"7,049,000",1022.699995,,6.848127511,3.009748254
Egypt,1880,Middle East & North Africa,,,,,
Egypt,1890,Middle East & North Africa,,,,,
Egypt,1900,Middle East & North Africa,,,,,
Egypt,1910,Middle East & North Africa,,,,,
Egypt,1920,Middle East & North Africa,,,,,
Egypt,1930,Middle East & North Africa,,,35.4,,
Egypt,1940,Middle East & North Africa,,,34.4,,
Egypt,1950,Middle East & North Africa,"21,514,023",1434.397308,38.466,7.332721629,3.156669461
Egypt,1960,Middle East & North Africa,"27,903,093",1562.959236,48.074,7.445652347,3.193947651
Egypt,1970,Middle East & North Africa,"35,923,283",1977.007569,52.179,7.55537602,3.296008332
Egypt,1980,Middle East & North Africa,"44,952,497",3262.089768,58.365,7.652753821,3.513495908
Egypt,1990,Middle East & North Africa,"56,843,275",3976.219376,64.601,7.754679092,3.599470337
Egypt,2000,Middle East & North Africa,"67,648,419",4629.459003,68.632,7.830257651,3.665530242
Egypt,2010,Middle East & North Africa,"81,121,077",6059.975994,70.478,7.909133708,3.782470904
"Congo, Dem. Rep.",1800,Sub-Saharan Africa,"5,163,819",394.0276101,31.6,6.712971011,2.595526655
"Congo, Dem. Rep.",1810,Sub-Saharan Africa,,,,,
"Congo, Dem. Rep.",1820,Sub-Saharan Africa,"5,163,819",394.0276101,,6.712971011,2.595526655
"Congo, Dem. Rep.",1830,Sub-Saharan Africa,,,,,
"Congo, Dem. Rep.",1840,Sub-Saharan Africa,,,,,
"Congo, Dem. Rep.",1850,Sub-Saharan Africa,,,,,
"Congo, Dem. Rep.",1860,Sub-Saharan Africa,,,,,
"Congo, Dem. Rep.",1870,Sub-Saharan Africa,,,,,
"Congo, Dem. Rep.",1880,Sub-Saharan Africa,,,,,
"Congo, Dem. Rep.",1890,Sub-Saharan Africa,,,,,
"Congo, Dem. Rep.",1900,Sub-Saharan Africa,,,,,
"Congo, Dem. Rep.",1910,Sub-Saharan Africa,,,,,
"Congo, Dem. Rep.",1920,Sub-Saharan Africa,,,,,
"Congo, Dem. Rep.",1930,Sub-Saharan Africa,,,,,
"Congo, Dem. Rep.",1940,Sub-Saharan Africa,,,31.6,,
"Congo, Dem. Rep.",1950,Sub-Saharan Africa,"12,183,661",665.3831432,38.342,7.085777807,2.823071794
"Congo, Dem. Rep.",1960,Sub-Saharan Africa,"15,367,539",873.465309,41.098,7.186604324,2.941245661
"Congo, Dem. Rep.",1970,Sub-Saharan Africa,"20,267,009",897.414334,43.917,7.30678966,2.952993002
"Congo, Dem. Rep.",1980,Sub-Saharan Africa,"27,018,690",698.666471,46.148,7.431664288,2.844269902
"Congo, Dem. Rep.",1990,Sub-Saharan Africa,"36,406,226",595.592569,47.485,7.561175661,2.774949271
"Congo, Dem. Rep.",2000,Sub-Saharan Africa,"49,626,200",292.4510478,46.387,7.695711021,2.466053182
"Congo, Dem. Rep.",2010,Sub-Saharan Africa,"65,965,795",373.6323918,49.01,7.819318801,2.57244452
Serbia,1800,Europe & Central Asia,"2,147,197",1308.865847,35.5,6.331871892,3.116895136
Serbia,1810,Europe & Central Asia,,,,,
Serbia,1820,Europe & Central Asia,"2,147,197",1336.322942,,6.331871892,3.125911424
Serbia,1830,Europe & Central Asia,,,,,
Serbia,1840,Europe & Central Asia,,,,,
Serbia,1850,Europe & Central Asia,,,,,
Serbia,1860,Europe & Central Asia,,,,,
Serbia,1870,Europe & Central Asia,,1481.180578,,,3.170608009
Serbia,1880,Europe & Central Asia,,,,,
Serbia,1890,Europe & Central Asia,,2084.595215,,,3.319021737
Serbia,1900,Europe & Central Asia,,2230.413554,,,3.348385396
Serbia,1910,Europe & Central Asia,,2613.492494,,,3.417221257
Serbia,1920,Europe & Central Asia,,2549.965016,35.5,,3.406534222
Serbia,1930,Europe & Central Asia,,3260.185858,,,3.513242359
Serbia,1940,Europe & Central Asia,,,,,
Serbia,1950,Europe & Central Asia,"6,732,256",3835.160555,58.175,6.828160622,3.58378355
Serbia,1960,Europe & Central Asia,"7,583,324",6026.1318,62.928,6.879859612,3.780038626
Serbia,1970,Europe & Central Asia,"8,172,645",9283.91172,67.738,6.912362635,3.967731002
Serbia,1980,Europe & Central Asia,"8,946,077",14992.88508,69.877,6.951632632,4.175885212
Serbia,1990,Europe & Central Asia,"9,568,744",14143.66121,71.5,6.980854936,4.150561845
Serbia,2000,Europe & Central Asia,"10,133,561",6607.328447,72.072,7.005762086,3.820025896
Serbia,2010,Europe & Central Asia,"9,856,222",9437.814608,73.676,6.993710477,3.974871442
Comoros,1800,Sub-Saharan Africa,"56,346",800.6066018,32.1,4.750863091,2.903419167
Comoros,1810,Sub-Saharan Africa,,,,,
Comoros,1820,Sub-Saharan Africa,"56,346",800.6066018,,4.750863091,2.903419167
Comoros,1830,Sub-Saharan Africa,,,,,
Comoros,1840,Sub-Saharan Africa,,,,,
Comoros,1850,Sub-Saharan Africa,,,,,
Comoros,1860,Sub-Saharan Africa,,,,,
Comoros,1870,Sub-Saharan Africa,,,,,
Comoros,1880,Sub-Saharan Africa,,,,,
Comoros,1890,Sub-Saharan Africa,,,,,
Comoros,1900,Sub-Saharan Africa,,,,,
Comoros,1910,Sub-Saharan Africa,,,,,
Comoros,1920,Sub-Saharan Africa,,,,,
Comoros,1930,Sub-Saharan Africa,,,,,
Comoros,1940,Sub-Saharan Africa,,,,,
Comoros,1950,Sub-Saharan Africa,"156,334",1052.099217,40.1,5.19405344,3.022056697
Comoros,1960,Sub-Saharan Africa,"193,052",1337.131021,43.449,5.285674305,3.126173964
Comoros,1970,Sub-Saharan Africa,"238,032",1894.286984,47.717,5.376635346,3.277445775
Comoros,1980,Sub-Saharan Africa,"328,861",1208.284779,51.967,5.517012373,3.082169305
Comoros,1990,Sub-Saharan Africa,"437,876",1286.802632,55.615,5.641351142,3.109511941
Comoros,2000,Sub-Saharan Africa,"562,469",1090.794699,57.9,5.750098592,3.037743019
Comoros,2010,Sub-Saharan Africa,"734,750",1022.62455,60.223,5.866139595,3.009716215
United Kingdom,1800,Europe & Central Asia,"12,327,466",2716.870226,39.366,7.090873813,3.434068894
United Kingdom,1810,Europe & Central Asia,"13,983,890",2769.164697,,7.145627999,3.442348786
United Kingdom,1820,Europe & Central Asia,"16,186,397",2805.375165,,7.209150188,3.447990948
United Kingdom,1830,Europe & Central Asia,"18,569,823",2842.059132,,7.268807764,3.45363311
United Kingdom,1840,Europe & Central Asia,"20,804,402",3119.716346,,7.318155237,3.494115108
United Kingdom,1850,Europe & Central Asia,"22,287,069",3523.803567,42.8,7.348052958,3.547011691
United Kingdom,1860,Europe & Central Asia,"24,746,160",4128.815683,43.01,7.393507817,3.615825496
United Kingdom,1870,Europe & Central Asia,"27,544,197",4490.23007,40.95,7.440030116,3.652268594
United Kingdom,1880,Europe & Central Asia,"30,920,888",4893.994503,43.78,7.490251958,3.689663477
United Kingdom,1890,Europe & Central Asia,"34,127,982",5641.985763,44.75,7.533110609,3.751431986
United Kingdom,1900,Europe & Central Asia,"37,975,154",6321.797967,46.32,7.579499544,3.800840612
United Kingdom,1910,Europe & Central Asia,"41,795,923",6489.230955,53.99,7.62113392,3.812193231
United Kingdom,1920,Europe & Central Asia,"43,718,000",6400.752515,56.6,7.640660286,3.806231036
United Kingdom,1930,Europe & Central Asia,"45,866,000",7657.492419,60.89,7.661490867,3.884086576
United Kingdom,1940,Europe & Central Asia,"48,226,000",9649.169857,60.97,7.683281242,3.984489951
United Kingdom,1950,Europe & Central Asia,"50,616,012",9766.503753,68.7,7.704287924,3.989739121
United Kingdom,1960,Europe & Central Asia,"52,544,356",12167.33297,71.1,7.720526074,4.085195393
